Louvain_cluster,Cluster_Label,Cluster_Index,Celltype,Stage
62,S08-blastula,0,blastula,S08
63,S08-blastula,0,blastula,S08
64,S08-blastula,0,blastula,S08
65,S08-blastula,0,blastula,S08
66,S08-blastula,0,blastula,S08
67,S08-blastula,0,blastula,S08
68,S08-blastula,0,blastula,S08
69,S08-blastula,0,blastula,S08
70,S08-blastula,0,blastula,S08
71,S08-blastula,0,blastula,S08
72,S08-blastula,0,blastula,S08
73,S08-blastula,0,blastula,S08
74,S08-blastula,0,blastula,S08
75,S08-blastula,0,blastula,S08
76,S08-blastula,0,blastula,S08
77,S08-blastula,0,blastula,S08
78,S08-blastula,0,blastula,S08
79,S08-blastula,0,blastula,S08
80,S08-blastula,0,blastula,S08
81,S08-blastula,0,blastula,S08
82,S08-blastula,0,blastula,S08
83,S08-blastula,0,blastula,S08
84,S08-blastula,0,blastula,S08
85,S08-blastula,0,blastula,S08
86,S08-blastula,0,blastula,S08
87,S08-blastula,0,blastula,S08
88,S08-blastula,0,blastula,S08
89,S08-blastula,0,blastula,S08
90,S08-blastula,0,blastula,S08
91,S08-blastula,0,blastula,S08
92,S08-blastula,0,blastula,S08
93,S08-blastula,0,blastula,S08
94,S08-blastula,0,blastula,S08
95,S08-blastula,0,blastula,S08
96,S08-blastula,0,blastula,S08
97,S08-blastula,0,blastula,S08
98,S08-blastula,0,blastula,S08
99,S08-blastula,0,blastula,S08
100,S08-blastula,0,blastula,S08
101,S08-blastula,0,blastula,S08
102,S08-blastula,0,blastula,S08
103,S08-blastula,0,blastula,S08
104,S08-blastula,0,blastula,S08
105,S08-blastula,0,blastula,S08
106,S08-blastula,0,blastula,S08
107,S08-blastula,0,blastula,S08
108,S08-blastula,0,blastula,S08
109,S08-blastula,0,blastula,S08
110,S08-blastula,0,blastula,S08
111,S08-blastula,0,blastula,S08
112,S08-blastula,0,blastula,S08
113,S08-blastula,0,blastula,S08
114,S08-blastula,0,blastula,S08
115,S08-blastula,0,blastula,S08
116,S08-blastula,0,blastula,S08
117,S08-blastula,0,blastula,S08
118,S08-blastula,0,blastula,S08
119,S08-blastula,0,blastula,S08
120,S08-blastula,0,blastula,S08
121,S08-blastula,0,blastula,S08
122,S08-blastula,0,blastula,S08
123,S08-blastula,0,blastula,S08
124,S08-blastula,0,blastula,S08
125,S08-blastula,0,blastula,S08
126,S08-blastula,0,blastula,S08
127,S08-blastula,0,blastula,S08
128,S08-blastula,0,blastula,S08
129,S08-blastula,0,blastula,S08
130,S08-blastula,0,blastula,S08
131,S08-blastula,0,blastula,S08
132,S08-blastula,0,blastula,S08
133,S08-blastula,0,blastula,S08
134,S08-blastula,0,blastula,S08
135,S08-blastula,0,blastula,S08
136,S08-blastula,0,blastula,S08
137,S08-blastula,0,blastula,S08
138,S08-blastula,0,blastula,S08
139,S08-blastula,0,blastula,S08
140,S08-blastula,0,blastula,S08
141,S08-blastula,0,blastula,S08
142,S08-blastula,0,blastula,S08
143,S08-blastula,0,blastula,S08
144,S08-blastula,0,blastula,S08
145,S08-blastula,0,blastula,S08
146,S08-blastula,0,blastula,S08
147,S08-blastula,0,blastula,S08
148,S08-blastula,0,blastula,S08
149,S08-blastula,0,blastula,S08
150,S08-blastula,0,blastula,S08
151,S08-blastula,0,blastula,S08
152,S08-blastula,0,blastula,S08
153,S08-blastula,0,blastula,S08
154,S08-blastula,0,blastula,S08
155,S08-blastula,0,blastula,S08
156,S08-blastula,0,blastula,S08
157,S08-blastula,0,blastula,S08
158,S08-blastula,0,blastula,S08
159,S08-blastula,0,blastula,S08
160,S08-blastula,0,blastula,S08
161,S08-blastula,0,blastula,S08
162,S08-blastula,0,blastula,S08
163,S08-blastula,0,blastula,S08
164,S08-blastula,0,blastula,S08
165,S08-blastula,0,blastula,S08
166,S08-blastula,0,blastula,S08
167,S08-blastula,0,blastula,S08
168,S08-blastula,0,blastula,S08
169,S08-blastula,0,blastula,S08
170,S08-blastula,0,blastula,S08
171,S08-blastula,0,blastula,S08
172,S08-blastula,0,blastula,S08
173,S08-blastula,0,blastula,S08
174,S08-blastula,0,blastula,S08
175,S08-blastula,0,blastula,S08
176,S08-blastula,0,blastula,S08
177,S08-blastula,0,blastula,S08
178,S08-blastula,0,blastula,S08
179,S08-blastula,0,blastula,S08
180,S08-blastula,0,blastula,S08
181,S08-blastula,0,blastula,S08
182,S08-blastula,0,blastula,S08
183,S08-blastula,0,blastula,S08
184,S08-blastula,0,blastula,S08
185,S08-blastula,0,blastula,S08
186,S08-blastula,0,blastula,S08
187,S08-blastula,0,blastula,S08
188,S08-blastula,0,blastula,S08
189,S08-blastula,0,blastula,S08
190,S08-blastula,0,blastula,S08
191,S08-blastula,0,blastula,S08
192,S08-blastula,0,blastula,S08
193,S08-blastula,0,blastula,S08
194,S08-blastula,0,blastula,S08
195,S08-blastula,0,blastula,S08
196,S08-blastula,0,blastula,S08
197,S08-blastula,0,blastula,S08
198,S08-blastula,0,blastula,S08
199,S08-blastula,0,blastula,S08
200,S08-blastula,0,blastula,S08
201,S08-blastula,0,blastula,S08
202,S08-blastula,0,blastula,S08
203,S08-blastula,0,blastula,S08
204,S08-blastula,0,blastula,S08
205,S08-blastula,0,blastula,S08
206,S08-blastula,0,blastula,S08
207,S08-blastula,0,blastula,S08
208,S08-blastula,0,blastula,S08
209,S08-blastula,0,blastula,S08
210,S08-blastula,0,blastula,S08
211,S08-blastula,0,blastula,S08
212,S08-blastula,0,blastula,S08
213,S08-blastula,0,blastula,S08
214,S08-blastula,0,blastula,S08
215,S08-blastula,0,blastula,S08
216,S08-blastula,0,blastula,S08
217,S08-blastula,0,blastula,S08
218,S08-blastula,0,blastula,S08
219,S08-blastula,0,blastula,S08
220,S08-blastula,0,blastula,S08
221,S08-blastula,0,blastula,S08
222,S08-blastula,0,blastula,S08
223,S08-blastula,0,blastula,S08
224,S08-blastula,0,blastula,S08
225,S08-blastula,0,blastula,S08
226,S08-blastula,0,blastula,S08
227,S08-blastula,0,blastula,S08
228,S08-blastula,0,blastula,S08
229,S08-blastula,0,blastula,S08
230,S08-blastula,0,blastula,S08
231,S08-blastula,0,blastula,S08
232,S08-blastula,0,blastula,S08
233,S08-blastula,0,blastula,S08
234,S08-blastula,0,blastula,S08
235,S08-blastula,0,blastula,S08
236,S08-blastula,0,blastula,S08
237,S08-blastula,0,blastula,S08
238,S08-blastula,0,blastula,S08
239,S08-blastula,0,blastula,S08
240,S08-blastula,0,blastula,S08
241,S08-blastula,0,blastula,S08
242,S08-blastula,0,blastula,S08
243,S08-blastula,0,blastula,S08
244,S08-blastula,0,blastula,S08
245,S08-blastula,0,blastula,S08
246,S08-blastula,0,blastula,S08
247,S08-blastula,0,blastula,S08
248,S08-blastula,0,blastula,S08
249,S08-blastula,0,blastula,S08
250,S08-blastula,0,blastula,S08
251,S08-blastula,0,blastula,S08
252,S08-blastula,0,blastula,S08
253,S08-blastula,0,blastula,S08
254,S08-blastula,0,blastula,S08
255,S08-blastula,0,blastula,S08
256,S08-blastula,0,blastula,S08
257,S08-blastula,0,blastula,S08
258,S08-blastula,0,blastula,S08
259,S08-blastula,0,blastula,S08
260,S08-blastula,0,blastula,S08
261,S08-blastula,0,blastula,S08
262,S08-blastula,0,blastula,S08
263,S08-blastula,0,blastula,S08
264,S08-blastula,0,blastula,S08
265,S08-blastula,0,blastula,S08
266,S08-blastula,0,blastula,S08
267,S08-blastula,0,blastula,S08
268,S08-blastula,0,blastula,S08
269,S08-blastula,0,blastula,S08
270,S08-blastula,0,blastula,S08
271,S08-blastula,0,blastula,S08
272,S08-blastula,0,blastula,S08
273,S08-blastula,0,blastula,S08
274,S08-blastula,0,blastula,S08
275,S08-blastula,0,blastula,S08
276,S08-blastula,0,blastula,S08
277,S08-blastula,0,blastula,S08
278,S08-blastula,0,blastula,S08
279,S08-blastula,0,blastula,S08
280,S08-blastula,0,blastula,S08
281,S08-blastula,0,blastula,S08
282,S08-blastula,0,blastula,S08
283,S08-blastula,0,blastula,S08
284,S08-blastula,0,blastula,S08
285,S08-blastula,0,blastula,S08
286,S08-blastula,0,blastula,S08
287,S08-blastula,0,blastula,S08
288,S08-blastula,0,blastula,S08
289,S08-blastula,0,blastula,S08
290,S08-blastula,0,blastula,S08
291,S08-blastula,0,blastula,S08
292,S08-blastula,0,blastula,S08
293,S08-blastula,0,blastula,S08
294,S08-blastula,0,blastula,S08
295,S08-blastula,0,blastula,S08
296,S08-blastula,0,blastula,S08
297,S08-blastula,0,blastula,S08
298,S08-blastula,0,blastula,S08
299,S08-blastula,0,blastula,S08
300,S08-blastula,0,blastula,S08
301,S08-blastula,0,blastula,S08
302,S08-blastula,0,blastula,S08
303,S08-blastula,0,blastula,S08
304,S08-blastula,0,blastula,S08
305,S08-blastula,0,blastula,S08
306,S08-blastula,0,blastula,S08
307,S08-blastula,0,blastula,S08
308,S08-blastula,0,blastula,S08
309,S08-blastula,0,blastula,S08
310,S08-blastula,0,blastula,S08
311,S08-blastula,0,blastula,S08
312,S08-blastula,0,blastula,S08
313,S08-blastula,0,blastula,S08
314,S08-blastula,0,blastula,S08
315,S08-blastula,0,blastula,S08
316,S08-blastula,0,blastula,S08
317,S08-blastula,0,blastula,S08
318,S08-blastula,0,blastula,S08
319,S08-blastula,0,blastula,S08
320,S08-blastula,0,blastula,S08
321,S08-blastula,0,blastula,S08
322,S08-blastula,0,blastula,S08
323,S08-blastula,0,blastula,S08
324,S08-blastula,0,blastula,S08
325,S08-blastula,0,blastula,S08
326,S08-blastula,0,blastula,S08
327,S08-blastula,0,blastula,S08
328,S08-blastula,0,blastula,S08
329,S08-blastula,0,blastula,S08
330,S08-blastula,0,blastula,S08
331,S08-blastula,0,blastula,S08
332,S08-blastula,0,blastula,S08
333,S08-blastula,0,blastula,S08
334,S08-blastula,0,blastula,S08
335,S08-blastula,0,blastula,S08
336,S08-blastula,0,blastula,S08
337,S08-blastula,0,blastula,S08
338,S08-blastula,0,blastula,S08
339,S08-blastula,0,blastula,S08
340,S08-blastula,0,blastula,S08
341,S08-blastula,0,blastula,S08
342,S08-blastula,0,blastula,S08
343,S08-blastula,0,blastula,S08
344,S08-blastula,0,blastula,S08
345,S08-blastula,0,blastula,S08
346,S08-blastula,0,blastula,S08
347,S08-blastula,0,blastula,S08
348,S08-blastula,0,blastula,S08
349,S08-blastula,0,blastula,S08
350,S08-blastula,0,blastula,S08
351,S08-blastula,0,blastula,S08
352,S08-blastula,0,blastula,S08
353,S08-blastula,0,blastula,S08
354,S08-blastula,0,blastula,S08
355,S08-blastula,0,blastula,S08
356,S08-blastula,0,blastula,S08
357,S08-blastula,0,blastula,S08
358,S08-blastula,0,blastula,S08
359,S08-blastula,0,blastula,S08
360,S08-blastula,0,blastula,S08
361,S08-blastula,0,blastula,S08
362,S08-blastula,0,blastula,S08
363,S08-blastula,0,blastula,S08
364,S08-blastula,0,blastula,S08
365,S08-blastula,0,blastula,S08
366,S08-blastula,0,blastula,S08
367,S08-blastula,0,blastula,S08
368,S08-blastula,0,blastula,S08
369,S08-blastula,0,blastula,S08
370,S08-blastula,0,blastula,S08
371,S08-blastula,0,blastula,S08
372,S08-blastula,0,blastula,S08
373,S08-blastula,0,blastula,S08
374,S08-blastula,0,blastula,S08
375,S08-blastula,0,blastula,S08
376,S08-blastula,0,blastula,S08
377,S08-blastula,0,blastula,S08
378,S08-blastula,0,blastula,S08
379,S08-blastula,0,blastula,S08
380,S08-blastula,0,blastula,S08
381,S08-blastula,0,blastula,S08
382,S08-blastula,0,blastula,S08
383,S08-blastula,0,blastula,S08
384,S08-blastula,0,blastula,S08
385,S08-blastula,0,blastula,S08
386,S08-blastula,0,blastula,S08
387,S08-blastula,0,blastula,S08
388,S08-blastula,0,blastula,S08
389,S08-blastula,0,blastula,S08
390,S08-blastula,0,blastula,S08
391,S08-blastula,0,blastula,S08
392,S08-blastula,0,blastula,S08
393,S08-blastula,0,blastula,S08
394,S08-blastula,0,blastula,S08
395,S08-blastula,0,blastula,S08
396,S08-blastula,0,blastula,S08
397,S08-blastula,0,blastula,S08
398,S08-blastula,0,blastula,S08
399,S08-blastula,0,blastula,S08
400,S08-blastula,0,blastula,S08
401,S08-blastula,0,blastula,S08
402,S08-blastula,0,blastula,S08
403,S08-blastula,0,blastula,S08
404,S08-blastula,0,blastula,S08
405,S08-blastula,0,blastula,S08
406,S08-blastula,0,blastula,S08
407,S08-blastula,0,blastula,S08
408,S08-blastula,0,blastula,S08
409,S08-blastula,0,blastula,S08
410,S08-blastula,0,blastula,S08
411,S08-blastula,0,blastula,S08
412,S08-blastula,0,blastula,S08
413,S08-blastula,0,blastula,S08
414,S08-blastula,0,blastula,S08
415,S08-blastula,0,blastula,S08
416,S08-blastula,0,blastula,S08
417,S08-blastula,0,blastula,S08
418,S08-blastula,0,blastula,S08
419,S08-blastula,0,blastula,S08
420,S08-blastula,0,blastula,S08
421,S08-blastula,0,blastula,S08
422,S08-blastula,0,blastula,S08
423,S08-blastula,0,blastula,S08
424,S08-blastula,0,blastula,S08
425,S08-blastula,0,blastula,S08
426,S08-blastula,0,blastula,S08
427,S08-blastula,0,blastula,S08
428,S08-blastula,0,blastula,S08
429,S08-blastula,0,blastula,S08
430,S08-blastula,0,blastula,S08
431,S08-blastula,0,blastula,S08
432,S08-blastula,0,blastula,S08
433,S08-blastula,0,blastula,S08
434,S08-blastula,0,blastula,S08
435,S08-blastula,0,blastula,S08
436,S08-blastula,0,blastula,S08
437,S08-blastula,0,blastula,S08
438,S08-blastula,0,blastula,S08
439,S08-blastula,0,blastula,S08
440,S08-blastula,0,blastula,S08
441,S08-blastula,0,blastula,S08
442,S08-blastula,0,blastula,S08
443,S08-blastula,0,blastula,S08
444,S08-blastula,0,blastula,S08
445,S08-blastula,0,blastula,S08
446,S08-blastula,0,blastula,S08
447,S08-blastula,0,blastula,S08
448,S08-blastula,0,blastula,S08
449,S08-blastula,0,blastula,S08
450,S08-blastula,0,blastula,S08
451,S08-blastula,0,blastula,S08
452,S08-blastula,0,blastula,S08
453,S08-blastula,0,blastula,S08
454,S08-blastula,0,blastula,S08
455,S08-blastula,0,blastula,S08
456,S08-blastula,0,blastula,S08
457,S08-blastula,0,blastula,S08
458,S08-blastula,0,blastula,S08
459,S08-blastula,0,blastula,S08
460,S08-blastula,0,blastula,S08
461,S08-blastula,0,blastula,S08
462,S08-blastula,0,blastula,S08
463,S08-blastula,0,blastula,S08
464,S08-blastula,0,blastula,S08
465,S08-blastula,0,blastula,S08
466,S08-blastula,0,blastula,S08
467,S08-blastula,0,blastula,S08
468,S08-blastula,0,blastula,S08
469,S08-blastula,0,blastula,S08
470,S08-blastula,0,blastula,S08
471,S08-blastula,0,blastula,S08
472,S08-blastula,0,blastula,S08
473,S08-blastula,0,blastula,S08
474,S08-blastula,0,blastula,S08
475,S08-blastula,0,blastula,S08
476,S08-blastula,0,blastula,S08
477,S08-blastula,0,blastula,S08
478,S08-blastula,0,blastula,S08
479,S08-blastula,0,blastula,S08
480,S08-blastula,0,blastula,S08
481,S08-blastula,0,blastula,S08
482,S08-blastula,0,blastula,S08
483,S08-blastula,0,blastula,S08
484,S08-blastula,0,blastula,S08
485,S08-blastula,0,blastula,S08
486,S08-blastula,0,blastula,S08
487,S08-blastula,0,blastula,S08
488,S08-blastula,0,blastula,S08
489,S08-blastula,0,blastula,S08
490,S08-blastula,0,blastula,S08
491,S08-blastula,0,blastula,S08
492,S08-blastula,0,blastula,S08
493,S08-blastula,0,blastula,S08
494,S08-blastula,0,blastula,S08
495,S08-blastula,0,blastula,S08
496,S08-blastula,0,blastula,S08
497,S08-blastula,0,blastula,S08
498,S08-blastula,0,blastula,S08
499,S08-blastula,0,blastula,S08
500,S08-blastula,0,blastula,S08
501,S08-blastula,0,blastula,S08
502,S08-blastula,0,blastula,S08
503,S08-blastula,0,blastula,S08
504,S08-blastula,0,blastula,S08
505,S08-blastula,0,blastula,S08
506,S08-blastula,0,blastula,S08
507,S08-blastula,0,blastula,S08
508,S08-blastula,0,blastula,S08
509,S08-blastula,0,blastula,S08
510,S08-blastula,0,blastula,S08
511,S08-blastula,0,blastula,S08
512,S08-blastula,0,blastula,S08
513,S08-blastula,0,blastula,S08
514,S08-blastula,0,blastula,S08
515,S08-blastula,0,blastula,S08
516,S08-blastula,0,blastula,S08
517,S08-blastula,0,blastula,S08
518,S08-blastula,0,blastula,S08
519,S08-blastula,0,blastula,S08
520,S08-blastula,0,blastula,S08
521,S08-blastula,0,blastula,S08
522,S08-blastula,0,blastula,S08
523,S08-blastula,0,blastula,S08
524,S08-blastula,0,blastula,S08
525,S08-blastula,0,blastula,S08
526,S08-blastula,0,blastula,S08
527,S08-blastula,0,blastula,S08
528,S08-blastula,0,blastula,S08
529,S08-blastula,0,blastula,S08
530,S08-blastula,0,blastula,S08
531,S08-blastula,0,blastula,S08
532,S08-blastula,0,blastula,S08
533,S08-blastula,0,blastula,S08
534,S08-blastula,0,blastula,S08
535,S08-blastula,0,blastula,S08
536,S08-blastula,0,blastula,S08
537,S08-blastula,0,blastula,S08
538,S08-blastula,0,blastula,S08
539,S08-blastula,0,blastula,S08
540,S08-blastula,0,blastula,S08
541,S08-blastula,0,blastula,S08
542,S08-blastula,0,blastula,S08
543,S08-blastula,0,blastula,S08
544,S08-blastula,0,blastula,S08
545,S08-blastula,0,blastula,S08
546,S08-blastula,0,blastula,S08
547,S08-blastula,0,blastula,S08
548,S08-blastula,0,blastula,S08
549,S08-blastula,0,blastula,S08
550,S08-blastula,0,blastula,S08
551,S08-blastula,0,blastula,S08
552,S08-blastula,0,blastula,S08
553,S08-blastula,0,blastula,S08
554,S08-blastula,0,blastula,S08
555,S08-blastula,0,blastula,S08
556,S08-blastula,0,blastula,S08
557,S08-blastula,0,blastula,S08
558,S08-blastula,0,blastula,S08
559,S08-blastula,0,blastula,S08
560,S08-blastula,0,blastula,S08
561,S08-blastula,0,blastula,S08
562,S08-blastula,0,blastula,S08
563,S08-blastula,0,blastula,S08
564,S08-blastula,0,blastula,S08
565,S08-blastula,0,blastula,S08
566,S08-blastula,0,blastula,S08
567,S08-blastula,0,blastula,S08
568,S08-blastula,0,blastula,S08
569,S08-blastula,0,blastula,S08
570,S08-blastula,0,blastula,S08
571,S08-blastula,0,blastula,S08
572,S08-blastula,0,blastula,S08
573,S08-blastula,0,blastula,S08
574,S08-blastula,0,blastula,S08
575,S08-blastula,0,blastula,S08
576,S08-blastula,0,blastula,S08
577,S08-blastula,0,blastula,S08
578,S08-blastula,0,blastula,S08
579,S08-blastula,0,blastula,S08
580,S08-blastula,0,blastula,S08
581,S08-blastula,0,blastula,S08
582,S08-blastula,0,blastula,S08
583,S08-blastula,0,blastula,S08
584,S08-blastula,0,blastula,S08
585,S08-blastula,0,blastula,S08
586,S08-blastula,0,blastula,S08
587,S08-blastula,0,blastula,S08
588,S08-blastula,0,blastula,S08
589,S08-blastula,0,blastula,S08
590,S08-blastula,0,blastula,S08
591,S08-blastula,0,blastula,S08
592,S08-blastula,0,blastula,S08
593,S08-blastula,0,blastula,S08
594,S08-blastula,0,blastula,S08
595,S08-blastula,0,blastula,S08
596,S08-blastula,0,blastula,S08
597,S08-blastula,0,blastula,S08
598,S08-blastula,0,blastula,S08
599,S08-blastula,0,blastula,S08
600,S08-blastula,0,blastula,S08
601,S08-blastula,0,blastula,S08
602,S08-blastula,0,blastula,S08
603,S08-blastula,0,blastula,S08
604,S08-blastula,0,blastula,S08
605,S08-blastula,0,blastula,S08
606,S08-blastula,0,blastula,S08
607,S08-blastula,0,blastula,S08
608,S08-blastula,0,blastula,S08
609,S08-blastula,0,blastula,S08
610,S08-blastula,0,blastula,S08
611,S08-blastula,0,blastula,S08
612,S08-blastula,0,blastula,S08
613,S08-blastula,0,blastula,S08
614,S08-blastula,0,blastula,S08
615,S08-blastula,0,blastula,S08
616,S08-blastula,0,blastula,S08
617,S08-blastula,0,blastula,S08
618,S08-blastula,0,blastula,S08
619,S08-blastula,0,blastula,S08
620,S08-blastula,0,blastula,S08
621,S08-blastula,0,blastula,S08
622,S08-blastula,0,blastula,S08
623,S08-blastula,0,blastula,S08
624,S08-blastula,0,blastula,S08
625,S08-blastula,0,blastula,S08
626,S08-blastula,0,blastula,S08
627,S08-blastula,0,blastula,S08
628,S08-blastula,0,blastula,S08
629,S08-blastula,0,blastula,S08
630,S08-blastula,0,blastula,S08
631,S08-blastula,0,blastula,S08
632,S08-blastula,0,blastula,S08
633,S08-blastula,0,blastula,S08
634,S08-blastula,0,blastula,S08
635,S08-blastula,0,blastula,S08
636,S08-blastula,0,blastula,S08
637,S08-blastula,0,blastula,S08
638,S08-blastula,0,blastula,S08
639,S08-blastula,0,blastula,S08
640,S08-blastula,0,blastula,S08
641,S08-blastula,0,blastula,S08
642,S08-blastula,0,blastula,S08
643,S08-blastula,0,blastula,S08
644,S08-blastula,0,blastula,S08
645,S08-blastula,0,blastula,S08
646,S08-blastula,0,blastula,S08
647,S08-blastula,0,blastula,S08
648,S08-blastula,0,blastula,S08
649,S08-blastula,0,blastula,S08
650,S08-blastula,0,blastula,S08
651,S08-blastula,0,blastula,S08
652,S08-blastula,0,blastula,S08
653,S08-blastula,0,blastula,S08
654,S08-blastula,0,blastula,S08
655,S08-blastula,0,blastula,S08
656,S08-blastula,0,blastula,S08
657,S08-blastula,0,blastula,S08
658,S08-blastula,0,blastula,S08
659,S08-blastula,0,blastula,S08
660,S08-blastula,0,blastula,S08
661,S08-blastula,0,blastula,S08
662,S08-blastula,0,blastula,S08
663,S08-blastula,0,blastula,S08
664,S08-blastula,0,blastula,S08
665,S08-blastula,0,blastula,S08
666,S08-blastula,0,blastula,S08
667,S08-blastula,0,blastula,S08
668,S08-blastula,0,blastula,S08
669,S08-blastula,0,blastula,S08
670,S08-blastula,0,blastula,S08
671,S08-blastula,0,blastula,S08
672,S08-blastula,0,blastula,S08
673,S08-blastula,0,blastula,S08
674,S08-blastula,0,blastula,S08
675,S08-blastula,0,blastula,S08
676,S08-blastula,0,blastula,S08
677,S08-blastula,0,blastula,S08
678,S08-blastula,0,blastula,S08
679,S08-blastula,0,blastula,S08
680,S08-blastula,0,blastula,S08
681,S08-blastula,0,blastula,S08
682,S08-blastula,0,blastula,S08
683,S08-blastula,0,blastula,S08
684,S08-blastula,0,blastula,S08
685,S08-blastula,0,blastula,S08
686,S08-blastula,0,blastula,S08
687,S08-blastula,0,blastula,S08
688,S08-blastula,0,blastula,S08
689,S08-blastula,0,blastula,S08
690,S08-blastula,0,blastula,S08
691,S08-blastula,0,blastula,S08
692,S08-blastula,0,blastula,S08
693,S08-blastula,0,blastula,S08
694,S08-blastula,0,blastula,S08
695,S08-blastula,0,blastula,S08
696,S08-blastula,0,blastula,S08
697,S08-blastula,0,blastula,S08
698,S08-blastula,0,blastula,S08
699,S08-blastula,0,blastula,S08
700,S08-blastula,0,blastula,S08
701,S08-blastula,0,blastula,S08
702,S08-blastula,0,blastula,S08
703,S08-blastula,0,blastula,S08
704,S08-blastula,0,blastula,S08
705,S08-blastula,0,blastula,S08
706,S08-blastula,0,blastula,S08
707,S08-blastula,0,blastula,S08
708,S08-blastula,0,blastula,S08
709,S08-blastula,0,blastula,S08
710,S08-blastula,0,blastula,S08
711,S08-blastula,0,blastula,S08
712,S08-blastula,0,blastula,S08
713,S08-blastula,0,blastula,S08
714,S08-blastula,0,blastula,S08
715,S08-blastula,0,blastula,S08
716,S08-blastula,0,blastula,S08
717,S08-blastula,0,blastula,S08
718,S08-blastula,0,blastula,S08
719,S08-blastula,0,blastula,S08
720,S08-blastula,0,blastula,S08
721,S08-blastula,0,blastula,S08
722,S08-blastula,0,blastula,S08
723,S08-blastula,0,blastula,S08
724,S08-blastula,0,blastula,S08
725,S08-blastula,0,blastula,S08
726,S08-blastula,0,blastula,S08
727,S08-blastula,0,blastula,S08
728,S08-blastula,0,blastula,S08
729,S08-blastula,0,blastula,S08
730,S08-blastula,0,blastula,S08
731,S08-blastula,0,blastula,S08
732,S08-blastula,0,blastula,S08
733,S08-blastula,0,blastula,S08
734,S08-blastula,0,blastula,S08
735,S08-blastula,0,blastula,S08
736,S08-blastula,0,blastula,S08
737,S08-blastula,0,blastula,S08
738,S08-blastula,0,blastula,S08
739,S08-blastula,0,blastula,S08
740,S08-blastula,0,blastula,S08
741,S08-blastula,0,blastula,S08
742,S08-blastula,0,blastula,S08
743,S08-blastula,0,blastula,S08
744,S08-blastula,0,blastula,S08
745,S08-blastula,0,blastula,S08
746,S08-blastula,0,blastula,S08
747,S08-blastula,0,blastula,S08
748,S08-blastula,0,blastula,S08
749,S08-blastula,0,blastula,S08
750,S08-blastula,0,blastula,S08
751,S08-blastula,0,blastula,S08
752,S08-blastula,0,blastula,S08
753,S08-blastula,0,blastula,S08
754,S08-blastula,0,blastula,S08
755,S08-blastula,0,blastula,S08
756,S08-blastula,0,blastula,S08
757,S08-blastula,0,blastula,S08
758,S08-blastula,0,blastula,S08
759,S08-blastula,0,blastula,S08
760,S08-blastula,0,blastula,S08
761,S08-blastula,0,blastula,S08
762,S08-blastula,0,blastula,S08
763,S08-blastula,0,blastula,S08
764,S08-blastula,0,blastula,S08
765,S08-blastula,0,blastula,S08
766,S08-blastula,0,blastula,S08
767,S08-blastula,0,blastula,S08
768,S08-blastula,0,blastula,S08
769,S08-blastula,0,blastula,S08
770,S08-blastula,0,blastula,S08
771,S08-blastula,0,blastula,S08
772,S08-blastula,0,blastula,S08
773,S08-blastula,0,blastula,S08
